Marca temporal,¿Eres de nacionalidad venezolana?,maría josé cristina,stes,eumaría del,yatriz,maría de la helevin,olima,gaura,karlos enriquel aleja,rau,marguel,geomalejaneth,maría helyn,ara,flory,corin,yula,manuel alerith,fabiania,geudo,maría hel,yiliferlinyerlea,yumelicia,josé mnlis,josé josé,noela,yenis, maría del alejandrésan,marge,bela,maría coúo,nel,maribella,ales,lio,napatrid,red,marturo,andra,alomoto,maranto,francio,pedro josé jescar,gerson,oer,carolin,aleria angel,ilia,maría josúatías,wilfreddy,pedro dauel,elea,jaco,eumarita,neis,karelys,ofreda,glena,maro,eucarótta,jóaira,óid,napbebeo,joónicela,rolimaría teres,gus,engelice,maría virgin,litua,ira,johnny,maría fernandreana,ara,angelenda,irnara,yggega,lattu,mariel alenessa,maría gabriel anrancio,mar,maría josé enriquel,neita,nubio,hersca,jorca,lydi,alena,jaco,men,georgariel carlos,doohany,blepdyyn,nella,josé jesus,bel,maría heloína,maría virginya,neida,zaniel,ste,alejandrés,wilftuco,georgarin,lulia,yenis,pedro dania,gustefanessa,geritzy,nauel,beth,jealifer,yenira,mar,dalecia,felba,francio,bibibiana,meybeatrid,alejanl,elo,maría alerina,gubio,nataly,ila,alerina,kathe,yaico,coro,vivl gabriana,manuelyn,natalica,alomoto,zayfelis,oarantonior,maro,brancito,axciel alejandl carolimar,miguel alejaneía,juan manuel caro,alep,maría fer,eumhelin,mar,dalejanexlady,yabto,dania,sara,mar,georossa,carmelica,margaria angy,anes,alomoto,oulia,kronatan,zoraly,luisabeth,mer,aleja,josé antonela,oscardo,migua,arely,jorgania,geomalix,maría valenjania,jovangelisset,maría gabriel carmelia,mayudel aleja, valejanda
26/03/2024 0:07:02,Sí,No,No,No,No,No,No,Sí,No,No,Sí,No,Sí,No,Sí,Sí,Sí,No,Sí,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,No,No,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,No,Sí,No,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,Sí,No,No,No,Sí,No,No,No,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,No,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,No,No,Sí
26/03/2024 1:07:09,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,"Sí, No",Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,No,Sí,No,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No
26/03/2024 1:22:30,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26/03/2024 1:43:21,Sí,Sí,Sí,No,Sí,No,Sí,No,No,No,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,No,No,Sí,No,Sí,Sí,Sí,No,No,Sí,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,No,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Sí,No,Sí,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí
26/03/2024 8:50:07,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,Sí,No,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,No,Sí,No,No
26/03/2024 13:21:46,Sí,Sí,No,No,Sí,No,Sí,No,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,No,Sí,Sí,No,Sí,No,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,No,Sí,No,No,Sí,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,No,No,No,Sí,No,No,Sí,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí
26/03/2024 13:27:19,Sí,Sí,No,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,No,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,No,Sí,No,No,No,Sí,Sí,Sí,No,No,Sí,No,Sí,No,No,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,Sí,No,No,No,No,Sí,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,Sí,Sí
26/03/2024 20:10:46,No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,No,Sí,Sí,No,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,Sí,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Sí,No,Sí,No,No,No,No,No,No,No
26/03/2024 20:26:12,No,Sí,No,No,Sí,Sí,No,No,Sí,No,Sí,No,Sí,No,No,No,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,No,No,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,No,No,No,Sí,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,No,No,Sí,No,No
26/03/2024 20:35:02,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,"Sí, No",Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,"Sí, No",Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí
26/03/2024 20:43:36,Sí,Sí,No,No,Sí,No,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,No,No,Sí,No,Sí,No,No,No,No,Sí,Sí,No,No,No,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,No
26/03/2024 21:02:14,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,Sí,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí
26/03/2024 21:21:10,No,Sí,No,No,Sí,No,Sí,No,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,No,Sí,Sí,No,No,Sí,No,No,No,Sí,No,No,Sí,No,No,No,Sí,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,No,No,Sí,No,No,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,No,No
26/03/2024 21:22:17,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26/03/2024 21:40:16,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,Sí,Sí,No,No,Sí,Sí,No,No,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,No,No,No,No,No,No,Sí,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,Sí,No,No,No,Sí,No,Sí,No,Sí,No,Sí
27/03/2024 0:51:13,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No
27/03/2024 11:43:18,Sí,Sí,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,Sí,No,Sí,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,No,No,Sí,No,Sí,No,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,Sí,No,No
28/03/2024 7:17:43,Sí,Sí,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,Sí,No,Sí,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,No,No,No,Sí,No,Sí,No,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,No
28/03/2024 9:24:50,No,Sí,No,Sí,No,No,Sí,No,Sí,No,Sí,No,Sí,No,No,Sí,No,No,Sí,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí
28/03/2024 10:25:12,Sí,No,No,No,Sí,No,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,Sí,Sí,No,No,Sí,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,No,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,No,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,Sí,No,No
28/03/2024 11:20:28,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28/03/2024 11:21:17,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,Sí,No,Sí,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,No,No,Sí,No,Sí,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,No,No,Sí,No,No,Sí,No,Sí,No,Sí
28/03/2024 11:54:00,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,Sí,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,No,Sí,Sí,No
28/03/2024 12:01:25,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,Sí,No,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,No,No,No,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,"Sí, No",Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí
28/03/2024 12:28:13,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,No,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,No,Sí,Sí,No,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,Sí,No,No,Sí,No,No,Sí,No,No,No,No,Sí,No,Sí,No,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,No,Sí,No,Sí,No,No,Sí,No,No,Sí,No,Sí,No,No
